epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,11269.8,1.37077,1.74368,1.38427,0.58084,0.43526,0.47283,0.33331,1.17113,1.31135,1.22632,0.003466,0.003466,0.003466
35,11607,1.36477,1.73003,1.38109,0.58581,0.4347,0.47412,0.33451,1.16959,1.30978,1.22482,0.003268,0.003268,0.003268
36,11972.2,1.36064,1.71671,1.37686,0.58548,0.43384,0.47503,0.33556,1.16738,1.30795,1.22291,0.00307,0.00307,0.00307
37,12364.2,1.35542,1.70465,1.37222,0.58654,0.4357,0.47608,0.33654,1.16586,1.30641,1.2214,0.002872,0.002872,0.002872
38,12764.7,1.34856,1.69402,1.36885,0.58728,0.43904,0.47798,0.33886,1.16436,1.30581,1.22,0.002674,0.002674,0.002674
39,13155.6,1.34664,1.68173,1.36602,0.58563,0.43976,0.47971,0.34021,1.16329,1.30529,1.2188,0.002476,0.002476,0.002476
40,13569.3,1.33917,1.6718,1.36161,0.59122,0.44014,0.4848,0.34457,1.16227,1.30375,1.21772,0.002278,0.002278,0.002278
41,13986.8,1.22659,1.42331,1.27276,0.59325,0.4437,0.48724,0.34646,1.15979,1.30231,1.21605,0.00208,0.00208,0.00208
42,14389.1,1.2171,1.39314,1.2658,0.59729,0.44295,0.48927,0.34807,1.15722,1.30054,1.21395,0.001882,0.001882,0.001882
43,14796.4,1.20839,1.37322,1.259,0.60337,0.44208,0.49138,0.35033,1.15531,1.29826,1.21251,0.001684,0.001684,0.001684
44,15204.3,1.1993,1.352,1.25154,0.60516,0.44262,0.49382,0.35288,1.15353,1.29594,1.21083,0.001486,0.001486,0.001486
45,15622.5,1.19053,1.32982,1.24476,0.61269,0.44051,0.49569,0.35438,1.15162,1.29301,1.20926,0.001288,0.001288,0.001288
46,16028.7,1.17924,1.30844,1.23767,0.61101,0.44194,0.49727,0.35563,1.15013,1.29021,1.20784,0.00109,0.00109,0.00109
47,16432.3,1.17092,1.28518,1.23155,0.61145,0.44514,0.49937,0.35771,1.14842,1.2867,1.20619,0.000892,0.000892,0.000892
48,16834,1.16073,1.26355,1.22538,0.61003,0.44767,0.50141,0.35914,1.14653,1.2827,1.20462,0.000694,0.000694,0.000694
49,17245.8,1.14942,1.24198,1.218,0.61296,0.44955,0.50286,0.36042,1.14449,1.278,1.2026,0.000496,0.000496,0.000496
50,17644.9,1.13824,1.21833,1.20992,0.61507,0.44991,0.50451,0.36193,1.14254,1.27247,1.20055,0.000298,0.000298,0.000298
